Ind	SpeciesID	SpeciesID	PCA1	PCA2	Group	Gr	SpeciesID	LEN_org	Name	LEN_Name	GeoGroup	PopGeo	SpName	NameBam	VcfOrder_calmd	LD1	LD2	Gr	GroupSamtools	SamName	GroupPCA1	GroupPCA2	GroupPCA_testULM	Region
40	HI.4257.001.BioOHT_54.H1021_aln-pe.sorted	HI.4257.001.BioOHT_54.H1021_calmd.bam	48.096665	-0.5426043	ulm	U	H1021	5	H1021_U	7	A	UA	H1021	54.H1021	47	-0.081985965548044	-0.034214522807923	4	U	H1021_U	U	U	U1	NA
38	HI.4257.001.BioOHT_13.H1022_aln-pe.sorted	HI.4257.001.BioOHT_13.H1022_calmd.bam	39.904812	-0.497302	ulm	U	H1022	5	H1022_U	7	A	UA	H1022	13.H1022	4	-0.018956287551702	-0.071647578095322	4	U	H1022_U	UHyb1	U	UHyb1	NA
30	HI.4257.001.BioOHT_44.H1096_aln-pe.sorted	HI.4257.001.BioOHT_44.H1096_calmd.bam	41.37036	-0.11139855	ulm	U	H1096	5	H1096_U	7	E	UE	H1096	44.H1096	36	0.426486614166168	-0.186951932109976	4	U	H1096_U	UHyb1	U	UHyb1	EA
41	HI.4257.001.BioOHT_26.H2062_aln-pe.sorted	HI.4257.001.BioOHT_26.H2062_calmd.bam	47.692153	-0.54880603	ulm	U	H2062	5	H2062_U	7	E	UE	H2062	26.H2062	18	0.075884896051619	-0.008083240452619	4	U	H2062_U	U	U	U1	EA
34	HI.4257.001.BioOHT_1.H337_aln-pe.sorted	HI.4257.001.BioOHT_1.H337_calmd.bam	47.352689	-0.34611961	ulm	U	H337	4	H337_U	6	E	UE	H337	1.H337	11	-0.626552570116454	0.001057665734752	4	U	H337_U	U	U	U1	EA
35	HI.4257.001.BioOHT_75.H359_aln-pe.sorted	HI.4257.001.BioOHT_75.H359_calmd.bam	43.653464	-0.40664031	ulm	U	H359	4	H359_U	6	E	UE	H359	75.H359	70	0.442595683707722	-0.0800736340916	4	U	H359_U	UHyb1	U	UHyb1	EA
32	HI.4257.001.BioOHT_46.H379_aln-pe.sorted	HI.4257.001.BioOHT_46.H379_calmd.bam	35.118439	-0.29079036	ulm	U	H379	4	H379_U	6	E	UE	H379	46.H379	38	0.393539384384527	-0.107352434883253	4	U	H379_U	UHyb1	U	UHyb1	EA
36	HI.4257.001.BioOHT_62.H649_aln-pe.sorted	HI.4257.001.BioOHT_62.H649_calmd.bam	47.99582	-0.42592685	ulm	U	H649	4	H649_U	6	E	UE	H649	62.H649	56	0.385252456501412	-0.083939608101229	4	U	H649_U	U	U	U1	EA
43	HI.4257.001.BioOHT_91.H809_aln-pe.sorted	HI.4257.001.BioOHT_91.H809_calmd.bam	48.331321	-0.5629289	ulm	U	H809	4	H809_U	6	A	UA	H809	91.H809	87	-0.081315464171867	-0.025568707685086	4	U	H809_U	U	U	U1	NA
39	HI.4257.001.BioOHT_70.H864_aln-pe.sorted	HI.4257.001.BioOHT_70.H864_calmd.bam	48.253868	-0.50091963	ulm	U	H864	4	H864_U	6	A	UA	H864	70.H864	65	-0.205450706323965	0.010820027724169	4	U	H864_U	U	U	U1	NA
48	HI.4257.001.BioOHT_73.H868_aln-pe.sorted	HI.4257.001.BioOHT_73.H868_calmd.bam	42.18623	-0.73741306	ulm	U	H868	4	H868_U	6	A	UA	H868	73.H868	68	-0.181224980767721	0.00903591700001	4	U	H868_U	UHyb1	U	UHyb1	NA
45	HI.4257.001.BioOHT_82.H871_aln-pe.sorted	HI.4257.001.BioOHT_82.H871_calmd.bam	48.451007	-0.56499249	ulm	U	H871	4	H871_U	6	A	UA	H871	82.H871	78	-0.097290744088326	-0.022093480431299	4	U	H871_U	U	U	U1	NA
46	HI.4257.001.BioOHT_30.H872_aln-pe.sorted	HI.4257.001.BioOHT_30.H872_calmd.bam	48.233828	-0.56732411	ulm	U	H872	4	H872_U	6	A	UA	H872	30.H872	23	-0.139005952555971	-0.042694677427567	4	U	H872_U	U	U	U1	NA
44	HI.4257.001.BioOHT_49.H873_aln-pe.sorted	HI.4257.001.BioOHT_49.H873_calmd.bam	48.451028	-0.56468425	ulm	U	H873	4	H873_U	6	A	UA	H873	49.H873	41	-0.120879217985245	-0.038275430332878	4	U	H873_U	U	U	U1	NA
33	HI.4257.001.BioOHT_35.H909_aln-pe.sorted	HI.4257.001.BioOHT_35.H909_calmd.bam	32.327148	-0.3279105	ulm	U	H909	4	H909_U	6	E	UE	H909	35.H909	28	-0.431380772230566	0.045499747597551	4	U	H909_U	UHyb1	U	UHyb1	EA
47	HI.4257.001.BioOHT_69.H924_aln-pe.sorted	HI.4257.001.BioOHT_69.H924_calmd.bam	48.478813	-0.56754201	ulm	U	H924	4	H924_U	6	A	UA	H924	69.H924	63	-0.114412144912201	-0.025637704700332	4	U	H924_U	U	U	U1	NA
31	HI.4257.001.BioOHT_32.I131_aln-pe.sorted	HI.4257.001.BioOHT_32.I131_calmd.bam	41.880083	-0.16907718	ulm	U	I131	4	I131_U	6	E	UE	I131	32.I131	25	-0.41050456784145	0.096359060396336	4	U	I131_U	UHyb1	U	UHyb1	EA
28	HI.4257.001.BioOHT_95.I185_aln-pe.sorted	HI.4257.001.BioOHT_95.I185_calmd.bam	38.349894	0.16834594	ulm	U	I185	4	I185_U	6	E	UE	I185	95.I185	91	-0.205629908258199	-0.025669722259364	4	U	I185_U	UHyb1	U	UHyb1	EA
29	HI.4257.001.BioOHT_9.PG40_aln-pe.sorted	HI.4257.001.BioOHT_9.PG40_calmd.bam	39.843297	0.08387054	ulm	U	PG40	4	PG40_U	6	E	UE	PG40	9.PG40	94	-0.958569838886816	0.084611836960003	4	U	PG40_U	UHyb1	U	UHyb1	EA
